########## UNSATISFIED USERS ##########
User 836 satisfaction: 20
User 838 satisfaction: 10
User 841 satisfaction: 10
User 845 satisfaction: 10
User 846 satisfaction: 10
User 847 satisfaction: 10
User 850 satisfaction: -5
User 853 satisfaction: 10
User 857 satisfaction: 10
User 859 satisfaction: 10
User 860 satisfaction: 10
User 881 satisfaction: 10
User 884 satisfaction: -5
User 885 satisfaction: 10
User 886 satisfaction: 10
User 888 satisfaction: 10
User 889 satisfaction: 10
User 907 satisfaction: 10
User 915 satisfaction: 10
User 917 satisfaction: 40
User 921 satisfaction: 10
User 929 satisfaction: 10
User 940 satisfaction: 10
User 942 satisfaction: 10
User 944 satisfaction: 10
User 948 satisfaction: 10
User 963 satisfaction: 10
User 965 satisfaction: 10
User 977 satisfaction: 10
User 996 satisfaction: 10
User 997 satisfaction: 10
User 999 satisfaction: 10
Total number of satisfied users: 272
